epoch,reward/trans_loss,reward/eval_cse_loss,reward/eval_trans_loss
0,100.0,0.62923735,0.62923735
1,0.7216448,0.7216448,1.6210022,0.54703104,1.0739712,14.779632329940796
2,0.67072976,0.67072976,1.658376,0.5388119,1.119564,0.17233920097351074
3,0.64139235,0.64139235,1.6107383,0.54022455,1.0705137,0.16867399215698242
4,0.617371,0.617371,1.573323,0.556196,1.017127,0.16808199882507324
5,0.6004249,0.6004249,1.4961766,0.5555872,0.9405894,0.16754555702209473,0.66929287,0.66929287
6,0.58600277,0.58600277,1.5155113,0.55251896,0.9629923,0.1684892177581787
7,0.56916684,0.56916684,1.4871644,0.55415976,0.9330046,0.1681232452392578
8,0.5611381,0.5611381,1.4544982,0.5543304,0.90016776,0.1676769256591797
9,0.5457865,0.5457865,1.4044491,0.5484768,0.8559723,0.16897797584533691
10,0.5370672,0.5370672,1.3930194,0.5419487,0.8510708,0.16903209686279297,0.46514565,0.46514565,10,0.46514565
11,0.51995534,0.51995534,1.3920441,0.52219146,0.86985266,0.16845297813415527
12,0.50874484,0.50874484,1.3991228,0.5268171,0.87230575,0.1640317440032959
13,0.4911916,0.4911916,1.3223033,0.5049833,0.8173199,0.1629772186279297
14,0.48219976,0.48219976,1.3225776,0.49601647,0.8265611,0.16843414306640625
15,0.4794341,0.4794341,1.3035192,0.5011453,0.80237395,0.16477108001708984,0.26938152,0.26938152,15,0.26938152
16,0.46762404,0.46762404,1.2551054,0.50399435,0.75111103,0.17004060745239258
17,0.45014402,0.45014402,1.2126887,0.49506852,0.7176202,0.16968488693237305
18,0.44279447,0.44279447,1.2044983,0.5070738,0.6974244,0.17041015625
19,0.43241382,0.43241382,1.1935744,0.5058779,0.68769646,0.17023897171020508
20,0.4229354,0.4229354,1.1581562,0.49809253,0.66006356,0.1703474521636963,0.19553943,0.19553943,20,0.19553943
21,0.41229546,0.41229546,1.1651202,0.49170393,0.6734163,0.16826939582824707
22,0.3963362,0.3963362,1.1306117,0.49047476,0.6401369,0.16822528839111328
23,0.39438045,0.39438045,1.1244831,0.4848826,0.6396006,0.1697096824645996
